,Colorectal cancer,West nile virus infection,Lung cancer,Cerebral cavernous malformations,Thyroid cancer,Esophageal cancer,Alzheimer disease,Rheumatoid arthritis,Colorectal adenocarcinoma,Gastric cancer,Pancreatic adenocarcinoma,Liver fibrosis,Hepatocellular carcinoma,Osteoarthritis,Multiple myeloma,Prostate cancer,Osteosarcoma,Colorectal carcinoma,Muscle-invasive bladder cancer,Parkinson disease,Breast cancer,Pancreatic cancer,Colon cancer,Laryngeal cancer,Laryngeal squamous cell carcinoma,Glioblastoma,Glioma,Pancreatic ductal adenocarcinoma,Liver cancer,Lung squamous cell carcinoma,Non small cell lung cancer,Non small cell lung carcinoma,Ovarian carcinoma,Cervical cancer,Renal cell carcinoma,Clear cell renal cell carcinoma,Cholangiocarcinoma,Neuroblastoma,Acute myeloid leukemia,Nasopharyngeal carcinoma,Esophageal squamous cell cancer,Esophageal squamous cell carcinoma,Liver cirrhosis,Early hepatocellular carcinoma,Triple negative breast cancer,Bladder cancer,Atherosclerosis,Ovarian cancer,Papillary thyroid cancer,Papillary thyroid carcinoma,Gastric carcinoma,Nasopharyngeal cancer,Nk/T cell lymphoma,Ischemia,Esophagus adenocarcinoma,Retinoblastoma,Epithelial ovarian cancer,Renal cell cancer,Diffuse large B cell lymphoma,Oral squamous cell carcinoma,Lymphoma,Hemangioma,Myasthenia gravis,Pneumonia,Pediatric neuroblastoma,Leukemia lymphoblastic acute,Tongue squamous cell carcinoma,Melanoma,Nonalcoholic fatty liver disease,Epithelial ovarian carcinoma,Herpes simplex keratitis,Dysregulated immunity,Pre-eclampsia,Chronic obstructive pulmonary disease,Lung adenocarcinoma,T-cell acute lymphoblastic leukemia,Chronic myeloid leukemia,Ovarian clear cell carcinoma,Primary breast cancer,Wilms tumor,Colon and rectal adenocarcinoma,Uveal melanoma,Hypopharyngeal cancer,Cardiac hypertrophy,Hepatic carcinoma,Cancer,Tuberculosis,Prader-willi syndrome,Acute promyelocytic leukemia,Heart failure,Uterine leiomyoma,Adenocarcinoma,Lung carcinoma,Head and neck squamous cell carcinoma,Psoriatic arthritis,B-cell lymphoma,Prostate carcinoma,Prostatic neoplasms,Malignant glioma,Epstein-barr virus infections,Stomach cancer,Urinary bladder cancer,Colon carcinoma,Gallbladder cancer,Liposarcoma,Meningioma,Uterine cervical neoplasm,Renal carcinoma,Lung small cell carcinoma,Mouth neoplasms,Lymphosarcoma,Breast neoplasms
SCARNA10,0.092057819,0.103163604,0.201129747,0.076655591,0.030291702,0.057028869,0.008266069,0.02375232,0.005044636,0.660207536,0.006869768,0.002890365,0.18812741,0.014703805,0.00507124,0.070452136,0.043807644,0.012959372,0.017348072,0.01818907,0.076106712,0.021086244,0.020097141,0.009358568,0.012364328,0.029128136,0.038656552,0.06758152,0.022964765,0.012262033,0.032451361,0.034955826,0.009174783,0.025311425,0.015648427,0.020370106,0.009147494,0.012546021,0.02398226,0.01514635,0.017116362,0.019792301,0.006192468,0.00581003,0.007913823,0.020097884,0.006529378,0.031486391,0.012990802,0.014164512,0.008264576,0.006830453,0.006509012,0.006080742,0.007557781,0.011533756,0.011046714,0.010945973,0.082164038,0.044280483,0.009553423,0.008509943,0.007965124,0.007986699,0.009031594,0.009068812,0.005788549,0.011927267,0.006199551,0.004601629,0.004738814,0.076152148,0.005921327,0.006011467,0.052899098,0.007198414,0.007307051,0.006705331,0.007765394,0.007295697,0.007549648,0.007440142,0.008048093,0.006143394,0.007386323,0.048879142,0.00398403,0.004107035,0.004679412,0.010035366,0.035945439,0.005867588,0.006511611,0.005317499,0.004404453,0.00528293,0.005023264,0.003990486,0.005910381,0.002828509,0.005809365,0.005507112,0.004581162,0.005130162,0.004520206,0.00481152,0.005084835,0.004969971,0.004879554,0.005737544,0.003478483,0.003965578
SCARNA11,0.053295972,0.105157005,0.19539422,0.574684724,0.016242721,0.029545366,0.000540744,0.022821299,0.001276097,0.654803547,0.002013068,0.001361411,0.149289037,0.012809169,0.004092223,0.040186259,0.006237881,4.34739E-05,0.001483579,1.0386E-170,0.043433898,0.001013373,0.00032035,0.000454889,2.00508E-37,0.002888939,0.007668523,0.064115422,0.000994695,2.66758E-06,0.006033554,0.009007343,5.46754E-15,0.005779173,0.000119878,0.000644678,0.000538089,6.2223E-171,0.007925565,9.00714E-34,0.000682669,2.23115E-07,0.011105123,0.006456933,0.000699167,0.000201259,0.001280597,0.01307598,0.000785156,0.000110063,0.005325375,0.000200915,0.0005567,0.010490225,0.007713382,0.008667185,0.000362932,4.24694E-72,0.088244347,0.033888597,0.002589093,0.004737215,0.001107521,0.000424217,0.00081072,0.00154182,0.001168492,0.000552938,0.000203343,0.001485984,0.001621916,0.077276127,0.000798306,0.0006696,0.053963087,0.001379745,0.001710095,0.00047499,0.000749141,0.001412869,0.000613423,3.10351E-05,0.00032844,0.000907657,9.98324E-07,0.04815191,0.001949892,0.010006974,0.007421646,0.027924024,0.035026023,0.002162718,0.00178142,0.001694295,0.001266542,0.002302953,0.001213799,0.001026058,0.000946765,0.00268809,0.000914462,0.000761457,0.000467289,0.000721059,0.000956721,0.002083786,0.000664987,0.000541761,0.000704652,0.000910373,0.001736375,0.000727331
SCARNA12,0.052285054,0.103374297,0.186697218,0.069175771,0.002094742,0.020050097,2.03644E-05,0.022599137,0.000622227,0.645226165,0.001876798,0.000214309,0.146949608,0.005399013,0.00084903,0.039671975,0.006097597,4.23199E-05,0.00146889,2.7121E-181,0.042783339,0.000998782,0.000311847,0.000234314,2.0403E-37,0.002848753,0.004655723,0.062413578,0.000987744,2.71444E-06,0.002224645,0.006268301,3.96733E-71,0.001072511,0.000116696,0.000634481,0.000218317,3.8865E-205,0.007843787,2.13624E-75,0.00069466,2.17193E-07,0.003579541,0.001025501,8.60415E-05,0.000195917,3.2317E-09,0.008500848,0.000702231,0.000107142,0.000311393,3.29927E-75,4.29484E-26,3.59504E-30,1.82652E-11,0.000362882,0.000257035,4.13422E-72,0.085902038,0.030469037,0.001431832,0.000609043,0.000587476,0.000408856,0.000767111,0.001058133,0.000578187,0.000543815,4.84244E-56,0.000260941,0.001272333,0.077735859,0.00025905,0.000270263,0.05253072,0.000831533,0.000677842,8.41672E-05,0.000376254,0.000214874,0.000203138,2.96936E-05,8.28241E-05,5.57202E-55,2.7729E-84,0.04704268,0.001467393,0.000897429,0.000740282,0.007496659,0.034543283,0.001410405,0.001381072,0.000709444,0.000560695,0.001376878,0.000574097,0.000621265,0.000386681,0.00154306,0.000246369,0.00019888,7.1357E-05,0.00010936,8.2281E-05,8.69405E-05,9.97831E-05,8.891E-05,0.000175912,0.000237173,0.000636923,2.95679E-05
SCARNA13,0.104354531,0.110887629,0.267161,0.073229912,0.03151365,0.061233725,0.002197416,0.023015915,0.001630877,0.685660223,0.003040396,0.000604306,0.297301603,0.009083154,0.002763467,0.064846048,0.036343818,0.00790878,0.008217667,0.009275264,0.07096421,0.023768333,0.015608179,0.00411559,0.004951529,0.027677859,0.030041456,0.080361765,0.017319326,0.004966339,0.022863421,0.031235757,0.00831269,0.019368844,0.009896109,0.014380608,0.003873511,0.014286279,0.022157093,0.006888336,0.005656055,0.006743784,0.004154826,0.003361567,0.002120026,0.012925848,0.001633127,0.023040291,0.004285984,0.009121979,0.003156882,0.001732509,0.001629338,0.001469769,0.008435765,0.004030974,0.006332114,0.010815398,0.098606473,0.038853903,0.0037207,0.002770746,0.002491939,0.002451287,0.003077251,0.003242603,0.001840233,0.014236402,0.00153405,0.001231757,0.004251584,0.070024496,0.001665341,0.001695905,0.0609727,0.002702767,0.003017981,0.001736733,0.003106226,0.002553931,0.002930971,0.005799326,0.006368072,0.005072934,0.007398842,0.053477287,0.00171355,0.002998881,0.003782529,0.011820816,0.036280907,0.002415881,0.003082185,0.00178984,0.001373863,0.002263454,0.001578357,0.005486033,0.00845827,0.001259157,0.005845131,0.005528783,0.005512195,0.005598107,0.00526081,0.005245093,0.005339972,0.005307784,0.005667518,0.005878468,0.004858788,0.005215195
SCARNA14,0.052830657,0.10380034,0.185808184,0.068785867,0.00216654,0.019941576,2.11402E-05,0.022594049,0.000645243,0.641824822,0.001941471,0.000220669,0.146529771,0.00540287,0.000880186,0.039537924,0.006086551,4.40683E-05,0.001521449,5.3754E-181,0.042542194,0.001035995,0.00032473,0.000243214,2.09549E-37,0.002835849,0.004641461,0.064992038,0.001022149,2.78786E-06,0.002222483,0.006258838,4.07464E-71,0.001101521,0.000121517,0.00063304,0.000227003,6.9605E-181,0.007850717,2.19403E-75,0.00071345,2.26166E-07,0.003579136,0.001064527,8.83688E-05,0.000204011,3.31911E-09,0.008486825,0.000731242,0.000111568,0.000321293,3.38851E-75,4.41101E-26,3.69228E-30,1.87593E-11,0.000377874,0.000267486,4.30501E-72,0.089450864,0.030299418,0.00148709,0.000634204,0.000607334,0.000425746,0.00079844,0.001097526,0.000599823,0.000544074,4.97342E-56,0.000271192,0.001306748,0.078950447,0.000269742,0.000281071,0.054700895,0.000860704,0.000705066,8.64438E-05,0.000390197,0.000222286,0.000210155,3.04968E-05,8.50644E-05,5.72274E-55,2.8479E-84,0.048310805,0.001512458,0.000932811,0.000767823,0.007454405,0.034391389,0.001459755,0.001426746,0.000736051,0.000581096,0.001427506,0.000594921,0.000621468,0.000401036,0.001584797,0.000254202,0.000205626,7.32871E-05,0.000112318,8.45066E-05,8.92921E-05,0.000102482,9.13149E-05,0.000181432,0.000245214,0.000658276,3.03677E-05
SCARNA15,0.112933753,0.111013878,0.264433111,0.072780797,0.037366425,0.068683427,0.004110082,0.023005773,0.002512012,0.6855721,0.0041427,0.000976792,0.297579699,0.011209356,0.003513179,0.071786758,0.044978709,0.010787339,0.012166391,0.013647358,0.078337212,0.027680685,0.019997778,0.006173327,0.007895717,0.033250843,0.037925775,0.084084047,0.022324861,0.007878512,0.02997492,0.03754463,0.010013028,0.0248713,0.013421991,0.018862994,0.005889518,0.016530155,0.025541217,0.010523888,0.009856915,0.011807335,0.004480375,0.004252437,0.003923196,0.017554994,0.003068393,0.028464465,0.007368315,0.012265342,0.004927114,0.003255117,0.003061276,0.002750737,0.009610928,0.006716657,0.008726051,0.012857459,0.101560782,0.041902972,0.005673849,0.004612335,0.004198362,0.004207189,0.005041495,0.005148304,0.002939429,0.016182935,0.002882245,0.002070674,0.004692261,0.071365671,0.002876692,0.002930133,0.063370759,0.004115786,0.004470895,0.003205218,0.004739271,0.004111521,0.004540381,0.007174414,0.00787115,0.006114541,0.00863401,0.055176403,0.002102955,0.003411669,0.004336839,0.011739933,0.036131591,0.003344324,0.004153274,0.002725943,0.002090582,0.003036988,0.002464346,0.005701714,0.009089768,0.001305474,0.006677436,0.006304465,0.006029027,0.006267225,0.005775507,0.005844867,0.006018106,0.005955976,0.006243893,0.006689008,0.004991142,0.005575127
SCARNA16,0.05255191,0.103582231,0.186259473,0.068970807,0.002131949,0.019993864,2.07818E-05,0.022618633,0.00063496,0.643480839,0.001915052,0.000218644,0.14671921,0.005400226,0.000866396,0.039617744,0.006096018,4.31918E-05,0.001498892,2.768E-181,0.042656574,0.00101923,0.000318272,0.000239117,2.08141E-37,0.002842541,0.004648014,0.063699431,0.001007888,2.76912E-06,0.002225059,0.006268016,4.04725E-71,0.001094116,0.0001191,0.000633673,0.000222804,2.3785E-188,0.007854519,2.17928E-75,0.000708654,2.21668E-07,0.003579913,0.001046521,8.77748E-05,0.000199954,3.2968E-09,0.008493756,0.000716698,0.000109349,0.000317713,3.36573E-75,4.38136E-26,3.66746E-30,1.86332E-11,0.000370359,0.000262325,4.21939E-72,0.087671803,0.030380256,0.001461206,0.000621591,0.000599437,0.000417279,0.000782904,0.001079794,0.000590026,0.000543872,4.93999E-56,0.0002663,0.001297963,0.078673978,0.000264387,0.000275819,0.053612965,0.000848498,0.000691782,8.58627E-05,0.000383954,0.000219254,0.000207279,3.02918E-05,8.44926E-05,5.68427E-55,2.82876E-84,0.047672894,0.001497125,0.000915863,0.000755436,0.007474447,0.034471196,0.001439176,0.00140916,0.000723973,0.000572158,0.001405044,0.000585832,0.000622043,0.000394596,0.001574144,0.000251369,0.00020293,7.27945E-05,0.000111563,8.39385E-05,8.86918E-05,0.000101793,9.0701E-05,0.00017948,0.000242003,0.000649886,3.01635E-05
SCARNA17,0.052104148,0.103255412,0.187091012,0.069367111,0.002065576,0.020102183,2.00211E-05,0.022569811,0.000611433,0.646834065,0.001842122,0.000209892,0.147197847,0.005400664,0.000834189,0.039714453,0.006096948,4.16673E-05,0.001442616,2.6703E-181,0.042901677,0.000981575,0.000307038,0.000230353,1.99587E-37,0.002854265,0.004663832,0.061451061,0.000969658,2.65532E-06,0.002223593,0.006266213,3.88093E-71,0.001049152,0.000114896,0.000635409,0.000214802,5.5336E-201,0.007830948,2.08972E-75,0.000679531,2.13844E-07,0.003579913,0.001008197,8.41676E-05,0.000192896,3.16131E-09,0.008509309,0.000691401,0.00010549,0.00030527,3.22741E-75,4.2013E-26,3.51674E-30,1.78674E-11,0.000357286,0.000252996,4.07046E-72,0.084577292,0.030551724,0.001408015,0.000599651,0.00057645,0.00040255,0.00075512,0.001039889,0.000568267,0.000544032,4.73698E-56,0.000256681,0.001244623,0.076709731,0.000255051,0.000265936,0.051720613,0.0008164,0.000667041,8.23341E-05,0.000369738,0.000210907,0.000199392,2.90469E-05,8.10203E-05,5.45067E-55,2.71251E-84,0.046578822,0.00143783,0.000882834,0.00072751,0.007517395,0.034606684,0.00138468,0.001354701,0.000697299,0.000550817,0.001352857,0.000563954,0.000620202,0.000379996,0.001509453,0.000241524,0.000195158,6.98029E-05,0.000106978,8.0489E-05,8.5047E-05,9.76099E-05,8.69736E-05,0.00017242,0.000232732,0.00062489,2.89239E-05
SCARNA18,0.052786109,0.103703984,0.185613129,0.068712895,0.002165378,0.019920478,2.11298E-05,0.022571623,0.000644915,0.641146914,0.00194041,0.000220532,0.146379913,0.005397608,0.000879735,0.03949711,0.006080388,4.40487E-05,0.001520647,3.0501E-133,0.042497063,0.001035472,0.000324586,0.000243094,2.09411E-37,0.00283288,0.004636701,0.064963183,0.001021596,2.78602E-06,0.002220258,0.006252524,4.07196E-71,0.001100794,0.000121463,0.000632398,0.000226898,8.3217E-133,0.007843045,2.19258E-75,0.00071298,2.26065E-07,0.003575604,0.001064002,8.83106E-05,0.000203921,3.31692E-09,0.00847828,0.000730917,0.000111519,0.000321105,3.38627E-75,4.4081E-26,3.68985E-30,1.87469E-11,0.000377706,0.000267365,4.3031E-72,0.08941115,0.030267302,0.001486369,0.000633922,0.000606996,0.000425557,0.00079808,0.001096972,0.000599522,0.000543542,4.97014E-56,0.000271063,0.001305886,0.078887547,0.000269622,0.000280941,0.054676608,0.000860242,0.000704741,8.63868E-05,0.000389999,0.000222165,0.00021004,3.04767E-05,8.50083E-05,5.71897E-55,2.84602E-84,0.048280533,0.001511545,0.00093237,0.000767435,0.007446497,0.034355445,0.001458969,0.001425936,0.000735683,0.000580795,0.001426775,0.000594612,0.000620855,0.000400833,0.001583752,0.000254052,0.000205512,7.32388E-05,0.000112244,8.44508E-05,8.92332E-05,0.000102414,9.12547E-05,0.000181324,0.000245078,0.000657907,3.03476E-05
SCARNA2,0.120133874,0.101086021,0.209049755,0.087124436,0.049224725,0.082171049,0.011895741,0.02210554,0.005946715,0.662915496,0.008218144,0.002508329,0.217579001,0.019231948,0.005898728,0.090496637,0.069271103,0.020070983,0.026657474,0.029165454,0.097957645,0.033729913,0.03235199,0.013673127,0.019022643,0.046213599,0.06141178,0.072702259,0.036860196,0.018849494,0.052395663,0.05384341,0.013587313,0.040928372,0.024697934,0.032542833,0.01331734,0.019512698,0.033541317,0.023858854,0.026714661,0.031870719,0.005848083,0.007094986,0.011268017,0.032403269,0.008948018,0.046079536,0.0196389,0.022162015,0.011802938,0.00945,0.008900772,0.008335465,0.010957682,0.017502892,0.016627541,0.016714939,0.08206631,0.051826838,0.013212107,0.012023879,0.011032322,0.011192961,0.012751158,0.012615708,0.007264545,0.018068853,0.00836844,0.005440471,0.004983649,0.073018274,0.007724105,0.007868796,0.053852998,0.009532982,0.009850858,0.00918242,0.010832182,0.010136477,0.01057725,0.01055836,0.011581666,0.008347576,0.010519106,0.049611904,0.003503488,0.004308374,0.005373765,0.009849893,0.034310365,0.006821162,0.007951373,0.0063644,0.004883307,0.005844865,0.005940416,0.004157838,0.007727002,0.00144932,0.007598137,0.007104223,0.005593882,0.006517965,0.005483324,0.006000164,0.006440762,0.006248005,0.006039183,0.007483315,0.003291236,0.004560692
SCARNA22,0.141526411,0.087971816,0.219374638,0.057649139,0.060231263,0.091041192,0.008258764,0.012761352,0.004411244,0.448267795,0.006048585,0.001661551,0.310822416,0.014906118,0.005604935,0.077523349,0.06966224,0.018978678,0.021472207,0.024931998,0.086041645,0.043920261,0.033968429,0.011292834,0.014944029,0.052018598,0.060377332,0.116899978,0.037471588,0.014876017,0.049816364,0.056034078,0.016403942,0.041115746,0.023536308,0.032019563,0.010875213,0.026375157,0.03388276,0.019556683,0.018450255,0.023175275,0.004186509,0.006906422,0.007757843,0.030800487,0.006199689,0.040892454,0.014280844,0.021409426,0.009078112,0.006552105,0.006169829,0.005751398,0.015338482,0.013073233,0.015395826,0.020886839,0.137981093,0.03875829,0.010078237,0.008896053,0.007715224,0.00814739,0.009525828,0.009267562,0.005332257,0.02511353,0.00580211,0.003955494,0.005666667,0.018386513,0.005597385,0.005670582,0.086921476,0.007140082,0.008071387,0.006312605,0.008637882,0.007696725,0.00836456,0.011913091,0.01300584,0.010040817,0.013855374,0.065070426,0.002093854,0.005333063,0.006690392,0.010961064,0.022606585,0.005073126,0.006207431,0.004780487,0.003607316,0.004657898,0.004338945,0.007851772,0.013586068,2.51982E-05,0.010361376,0.0098311,0.009161751,0.009649484,0.008794378,0.009018158,0.009316566,0.009201591,0.009475384,0.010397997,0.006836533,0.008376581
SCARNA3,0.120367481,0.126510633,0.330858832,0.087352383,0.041942024,0.075228725,0.007505015,0.037168028,0.008309645,0.760404965,0.010405982,0.007843503,0.374516885,0.01489796,0.010136096,0.077817951,0.043819687,0.014011226,0.01287725,0.013548692,0.080951816,0.034739946,0.022333734,0.00994625,0.009748257,0.036794521,0.035614713,0.084546884,0.024098352,0.009814403,0.027955807,0.0403592,0.016510656,0.027100287,0.01574772,0.02036698,0.009632067,0.024085937,0.032249864,0.011373251,0.009437548,0.008870519,0.011703857,0.010614756,0.007638955,0.018197835,0.007449241,0.028463774,0.008213564,0.015240078,0.009230768,0.007451727,0.007450307,0.007442664,0.017493258,0.008635069,0.012444431,0.019456136,0.100036336,0.046864937,0.009271121,0.008094963,0.008384698,0.007873997,0.008296165,0.008896331,0.008228842,0.02426452,0.007433748,0.007759375,0.014017355,0.14589976,0.007715121,0.007753283,0.064074593,0.009127669,0.00912215,0.007622206,0.009196128,0.008600673,0.009046801,0.013463303,0.014117802,0.012934912,0.015917413,0.059287735,0.010152786,0.010749202,0.011856109,0.021650076,0.048639729,0.009613646,0.010603536,0.008404929,0.008244141,0.009383326,0.008274507,0.01481986,0.018386353,0.010697327,0.014513758,0.014089051,0.014498343,0.014412073,0.014157541,0.014001924,0.014023439,0.014015325,0.014647286,0.014538234,0.014332,0.014291428
SCARNA4,0.062812615,0.117368613,0.194667485,0.07184533,0.002983793,0.0208449,2.93539E-05,0.024044578,0.000881336,0.671229776,0.002550993,0.000268144,0.156756772,0.005954608,0.001196942,0.041622817,0.006442249,6.40743E-05,0.002040433,4.95505E-57,0.044434389,0.001420715,0.000472151,0.000337135,2.43168E-37,0.00297347,0.004954788,0.094497085,0.001350902,3.23514E-06,0.002367923,0.006631473,5.14659E-57,0.001278244,0.000176683,0.000680588,0.00032302,5.15471E-57,0.00844414,4.98808E-57,0.000827913,3.2884E-07,0.00388994,0.001477206,0.000102546,0.000296628,3.85162E-09,0.009143363,0.00106321,0.000162218,0.000404504,4.95969E-57,5.1187E-26,4.28466E-30,2.17689E-11,0.000549421,0.000385368,4.97625E-57,0.130059715,0.031654793,0.002079878,0.00092212,0.000789817,0.000619027,0.001153242,0.001504453,0.000824575,0.000598462,6.26615E-56,0.000383119,0.001516397,0.088484121,0.00039199,0.000401127,0.079533975,0.001141938,0.0010087,0.000100313,0.000533499,0.000292241,0.000276499,3.53896E-05,9.87118E-05,6.69053E-55,4.98206E-57,0.064385747,0.001870279,0.001320508,0.001052112,0.007785963,0.036077024,0.001933989,0.001833898,0.001013102,0.000786489,0.001943364,0.000803852,0.000662606,0.000548863,0.001839056,0.000320031,0.000267908,8.5045E-05,0.000130338,9.80645E-05,0.000103618,0.000118924,0.000105965,0.000226874,0.000319381,0.000852278,3.52397E-05
SCARNA5,0.065788552,0.072334684,0.1294076,0.043076728,0.01948909,0.035849437,0.004099491,0.01417447,0.002399677,0.410178051,0.003799714,0.000934581,0.128843513,0.008398766,0.002544627,0.043461867,0.026903266,0.007233266,0.01013095,0.010315342,0.046854592,0.013379906,0.012012803,0.004943677,0.006650028,0.017898212,0.023551342,0.068351767,0.013897607,0.006594537,0.01944625,0.021443751,0.005089027,0.015180501,0.008952337,0.011953364,0.004807885,0.007475083,0.014577176,0.008388831,0.009448499,0.011031454,0.00306074,0.003078999,0.003898893,0.011767679,0.003063089,0.018957459,0.007240045,0.008051816,0.004195435,0.003249491,0.003055985,0.002736587,0.004133213,0.006204802,0.006108814,0.006302293,0.087264398,0.026568833,0.005420404,0.004504246,0.004085169,0.004132708,0.004905911,0.004956292,0.002834527,0.007140962,0.002877263,0.002023077,0.002316699,0.049781263,0.002829116,0.002879841,0.054626065,0.003736552,0.003864609,0.003183292,0.003998389,0.003622127,0.003799234,0.00391627,0.004307907,0.003113055,0.004008236,0.043562102,0.001825074,0.002044552,0.002354274,0.005497348,0.021604108,0.003087764,0.003438693,0.002598875,0.001988931,0.002792123,0.002359572,0.001905615,0.003354005,0.00100283,0.003021011,0.002827086,0.002259409,0.002579871,0.002202298,0.002360001,0.002533769,0.002465875,0.002464129,0.002993138,0.00170101,0.001880437
SCARNA7,0.061047191,0.103452531,0.187896126,0.076237465,0.008239683,0.028022901,0.001718435,0.022528077,0.001391195,0.648779962,0.002787155,0.000550394,0.152927619,0.007425002,0.001568765,0.046468147,0.014467041,0.002753186,0.004995126,0.004022261,0.050185352,0.00509169,0.004558607,0.002105749,0.002661678,0.008454049,0.012273738,0.06449159,0.005767089,0.002637731,0.009016794,0.012518801,0.001734878,0.006397611,0.003440616,0.00491283,0.002048579,0.00240969,0.011184361,0.003314765,0.0043883,0.004513635,0.003976057,0.001905599,0.001685097,0.004554767,0.001287083,0.013669349,0.003412425,0.003081115,0.001965674,0.001349279,0.001274053,0.001279374,0.001404036,0.002865694,0.002489735,0.00211371,0.086498634,0.033499027,0.003134491,0.00228059,0.002082343,0.001952107,0.002485846,0.002717647,0.001540893,0.002681175,0.001195074,0.001012772,0.001706011,0.076663267,0.001331596,0.001360242,0.053418578,0.002070792,0.001982476,0.001384208,0.001845385,0.001622313,0.001657788,0.001397002,0.001578015,0.001074711,0.001309589,0.047868487,0.001757384,0.001422157,0.00138783,0.007897024,0.03455554,0.002193337,0.00230331,0.001529533,0.001186333,0.002030507,0.001347966,0.000982433,0.001207395,0.001526248,0.001151516,0.001047134,0.000707008,0.000876627,0.000712853,0.000803951,0.000865375,0.000827354,0.000861931,0.001126337,0.000894984,0.00052956
SCARNA8,0.103763994,0.110912567,0.264850872,0.072945984,0.03113711,0.06057888,0.002239626,0.023083288,0.00166361,0.683404091,0.00311296,0.000619671,0.293572319,0.009100969,0.00277358,0.064590134,0.036059582,0.007863719,0.008284677,0.009269005,0.070554082,0.023441698,0.015465548,0.004128979,0.004977963,0.027358499,0.029819178,0.08118616,0.017200878,0.004991014,0.022726574,0.030965338,0.008198845,0.019239409,0.009838616,0.014273239,0.003889448,0.014057521,0.022012637,0.00690265,0.005766414,0.006831214,0.004160127,0.003370964,0.002162687,0.012853688,0.001664498,0.022957921,0.004363558,0.009063758,0.003184497,0.001765789,0.001660637,0.001497478,0.008293377,0.00408139,0.006309677,0.010658971,0.099919367,0.038733324,0.003790617,0.002819848,0.002545043,0.002495607,0.00313193,0.003306754,0.001876368,0.014007266,0.001563518,0.001254758,0.004244375,0.071869576,0.001695599,0.001727396,0.061788487,0.002747366,0.00304593,0.001772032,0.003129484,0.002579852,0.002949916,0.005730797,0.006295327,0.005003651,0.007283934,0.053932017,0.001769021,0.002986492,0.003753573,0.011696494,0.03619577,0.002471365,0.003130381,0.001825062,0.001402231,0.002310677,0.001610833,0.005383882,0.008306381,0.001318864,0.005759991,0.005445466,0.005410939,0.005504397,0.00516602,0.00515509,0.005252272,0.00521877,0.005570559,0.005790452,0.004781664,0.005110951
SCARNA9,0.205700818,0.098989623,0.189099447,0.612465311,0.123895108,0.159735809,0.033958076,0.02171573,0.021715259,0.471528472,0.024370971,0.015381262,0.272132894,0.049443372,0.024203005,0.137947922,0.141808136,0.050230231,0.062064305,0.068387506,0.150270023,0.078302715,0.0753126,0.037225301,0.047866871,0.100015007,0.131190671,0.148955583,0.083509407,0.047507693,0.116566164,0.113016547,0.037491373,0.095627861,0.059604437,0.074772194,0.036652108,0.049855181,0.066877394,0.057660094,0.061913147,0.073537442,0.024458251,0.028937842,0.032604532,0.075131022,0.02877295,0.096464424,0.048874628,0.054422726,0.038063979,0.02867057,0.027934222,0.03702318,0.0401758,0.053144921,0.043216379,0.043797691,0.164399546,0.075909465,0.036532768,0.037773717,0.031517101,0.031870002,0.034961155,0.034634079,0.024348455,0.046223832,0.026476212,0.021583111,0.01777449,0.027033676,0.025489879,0.025595194,0.111599514,0.028485626,0.030193678,0.028176469,0.031463797,0.030932418,0.03104344,0.031018164,0.033265751,0.027525369,0.031143939,0.086101283,0.014999689,0.027365138,0.026943542,0.040542836,0.031433448,0.022732157,0.024408393,0.022883257,0.019637969,0.021271612,0.021676414,0.017944907,0.026098616,0.010765193,0.025641334,0.024635064,0.021558542,0.023543403,0.021787903,0.0239564,0.023336599,0.022856034,0.022481152,0.025491348,0.017075599,0.019883489
SNHG1,0.943770724,0.217579103,0.559665325,0.17688465,0.638632068,0.824807435,0.250161481,0.132365783,0.174633686,0.994238595,0.188220694,0.13948328,1.063505917,0.275191269,0.170710648,0.72527369,0.826925912,0.341691099,0.39924376,0.441096166,0.775320876,0.48299863,0.474600744,0.266892438,0.32959104,0.604447574,0.751938991,0.361615876,0.516876897,0.327203529,0.677048921,0.650818506,0.268419312,0.559679881,0.392042322,0.473047698,0.263195514,0.334623744,0.4104283,0.383223097,0.409052597,0.471888713,0.140616042,0.181855731,0.239558314,0.47392869,0.214260562,0.5408139,0.326878161,0.361013986,0.241524377,0.220442078,0.214057376,0.20198736,0.232872403,0.30129761,0.298179294,0.301763346,0.248236516,0.382358576,0.247343615,0.240263931,0.229932531,0.234115448,0.248835331,0.244098898,0.189688279,0.310324883,0.207576528,0.172161519,0.156544908,0.138981154,0.197100043,0.198665076,0.237642405,0.212011603,0.217179526,0.215782116,0.231604089,0.224991407,0.230370608,0.232072888,0.242911974,0.207219894,0.231954284,0.226161189,0.138614757,0.150250856,0.164594576,0.140071818,0.148458131,0.176843152,0.189690432,0.178453403,0.163109867,0.166197131,0.175020029,0.154426267,0.196855732,0.113915497,0.196658048,0.191672934,0.175981317,0.185886179,0.174470689,0.179736803,0.185149615,0.183177794,0.179969891,0.195467872,0.144439156,0.164771645
